time;SrLT1;SrLT2;SrLT3;SrLT4
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
0;-1.#IND;-1.#IND;-1.#IND;-1.#IND
2221.25;2.05289;0.675294;0.0270118;0
2221.6;2.05257;0.675188;0.0270075;0
2222.1;2.05211;0.675036;0.0270015;0
2222.86;2.05142;0.674808;0.0269923;0
2223.16;2.05113;0.674715;0.0269886;0
2223.93;2.05043;0.674483;0.0269793;0
2226.22;2.04832;0.673789;0.0269515;0
2227.89;2.04678;0.673282;0.0269313;0
2229.83;2.045;0.672697;0.0269079;0
2230.61;2.04428;0.672461;0.0268984;0
2232.49;2.04257;0.671896;0.0268759;0
2232.69;2.04238;0.671834;0.0268734;0
2232.85;2.04223;0.671788;0.0268715;0
2233.63;2.04152;0.671552;0.0268621;0
2233.93;2.04124;0.671461;0.0268585;0
2234.55;2.04068;0.671275;0.026851;0
2236.3;2.03908;0.670751;0.02683;0
2238.27;2.03729;0.67016;0.0268064;0
2238.85;2.03676;0.669986;0.0267994;0
2239.07;2.03656;0.66992;0.0267968;0
2239.49;2.03618;0.669795;0.0267918;0
2239.54;2.03613;0.669779;0.0267912;0
2240.05;2.03567;0.669629;0.0267851;0
2240.34;2.0354;0.669541;0.0267816;0
2240.42;2.03533;0.669517;0.0267807;0
2242.44;2.0335;0.668914;0.0267565;0
2242.68;2.03329;0.668844;0.0267538;0
2243.5;2.03254;0.668599;0.026744;0
2245.38;2.03084;0.668039;0.0267216;0
2246.15;2.03014;0.66781;0.0267124;0
2246.59;2.02974;0.667678;0.0267071;0
2247.45;2.02896;0.667422;0.0266969;0
2248.42;2.02809;0.667136;0.0266854;0
2249.22;2.02737;0.666898;0.0266759;0
2249.33;2.02727;0.666864;0.0266746;0
2250.73;2.02601;0.666451;0.026658;0
2250.74;2.026;0.666447;0.0266579;0
2251.76;2.02509;0.666146;0.0266459;0
2252.05;2.02482;0.66606;0.0266424;0
2252.34;2.02456;0.665973;0.0266389;0
2253.66;2.02338;0.665585;0.0266234;0
2254.58;2.02255;0.665313;0.0266125;0
2255.19;2.022;0.665132;0.0266053;0
2255.83;2.02143;0.664945;0.0265978;0
2258.3;2.01922;0.664217;0.0265687;0
2258.5;2.01904;0.664157;0.0265663;0
2260.07;2.01763;0.663695;0.0265478;0
2260.19;2.01753;0.663662;0.0265465;0
2261.34;2.0165;0.663323;0.0265329;0
2261.92;2.01599;0.663154;0.0265262;0
2262.21;2.01573;0.663068;0.0265227;0
2262.74;2.01525;0.662912;0.0265165;0
2263.06;2.01497;0.662821;0.0265128;0
2264.68;2.01353;0.662344;0.0264938;0
2264.76;2.01346;0.662322;0.0264929;0
2265.02;2.01323;0.662246;0.0264899;0
2265.51;2.0128;0.662104;0.0264842;0
2266.5;2.01191;0.661812;0.0264725;0
2267.33;2.01118;0.661572;0.0264629;0
2267.35;2.01115;0.661564;0.0264626;0
2267.84;2.01072;0.661421;0.0264568;0
2269.61;2.00915;0.660906;0.0264362;0
2271.19;2.00776;0.660448;0.0264179;0
2273.12;2.00605;0.659886;0.0263954;0
2273.74;2.0055;0.659705;0.0263882;0
2273.84;2.00542;0.659676;0.026387;0
2277.13;2.00252;0.658725;0.026349;0
2279.03;2.00085;0.658175;0.026327;0
2280.77;1.99933;0.657674;0.026307;0
2281.06;1.99907;0.657588;0.0263035;0
2281.6;1.9986;0.657433;0.0262973;0
2282.45;1.99785;0.657189;0.0262875;0
2282.89;1.99747;0.657063;0.0262825;0
2283.17;1.99722;0.65698;0.0262792;0
2284.82;1.99579;0.656508;0.0262603;0
2285.06;1.99557;0.656438;0.0262575;0
2286.04;1.99471;0.656156;0.0262462;0
2286.32;1.99447;0.656077;0.0262431;0
2287.55;1.9934;0.655724;0.026229;0
2287.63;1.99333;0.655699;0.026228;0
2288.24;1.9928;0.655525;0.026221;0
2289.12;1.99204;0.655275;0.026211;0
2290.16;1.99113;0.654976;0.0261991;0
2290.44;1.99088;0.654895;0.0261958;0
2291.22;1.99021;0.654673;0.0261869;0
2292.07;1.98946;0.654429;0.0261772;0
2292.21;1.98935;0.654391;0.0261757;0
2296.64;1.98551;0.653128;0.0261251;0
2296.84;1.98534;0.653072;0.0261229;0
2297.23;1.985;0.705197;0.0261184;0
2297.78;1.98452;0.705028;0.0261122;0
2298.12;1.98423;0.704923;0.0261083;0
2298.43;1.98397;0.70483;0.0261048;0
2300.18;1.98246;0.704293;0.0260849;0
2300.53;1.98215;0.704185;0.0260809;0
2300.72;1.98199;0.704127;0.0260788;0
2301.17;1.9816;0.703989;0.0260737;0
2301.21;1.98156;0.703976;0.0260732;0
2302.4;1.98054;0.703613;0.0260598;0
2304.14;1.97904;0.703081;0.0260401;0
2305.18;1.97816;0.702766;0.0260284;0
2306.36;1.97714;0.702407;0.0260151;0
2306.45;1.97707;0.702379;0.0260141;0
2307.3;1.97634;0.70212;0.0260044;0
2309.13;1.97477;0.701562;0.0259838;0
2309.78;1.97421;0.701365;0.0259765;0
2310.07;1.97396;0.701277;0.0259732;0
2311.03;1.97315;0.700987;0.0259625;0
2312.82;1.97162;0.700445;0.0259424;0
2313.01;1.97146;0.700385;0.0259402;0
2314.11;1.97052;0.700054;0.0259279;0
2315.2;1.99551;0.699723;0.0259157;0
2316.08;1.99475;0.699459;0.0259059;0
2316.42;1.99446;0.699355;0.025902;0
2316.43;1.99445;0.699353;0.025902;0
2317.42;1.9936;0.699053;0.0258909;0
2318.84;1.99238;0.698626;0.025875;0
2321.24;2.01617;0.697904;0.0258483;0
2321.83;2.01565;0.697726;0.0258417;0
2322.99;2.01464;0.697377;0.0258288;0
2324.09;2.01369;0.697047;0.0258166;0
2326.96;2.01121;0.696186;0.0257847;0
2326.97;2.0112;0.696183;0.0257846;0
2327.09;2.01109;0.696147;0.0257832;0
2327.73;2.01055;0.695958;0.0257762;0
2328.7;2.0097;0.695666;0.0257654;0
2329.48;2.00903;0.695435;0.0257568;0
2330.25;2.00837;0.695205;0.0257483;0
2331.45;2.00733;0.694845;0.025735;0
2332.64;2.00631;0.694493;0.0257219;0
2333.32;2.00573;0.69429;0.0257144;0
2334.26;2.00492;0.694011;0.0257041;0
2336.45;2.00304;0.693359;0.0256799;0
2340.84;1.99928;0.692059;0.0256318;0
2341.14;1.99903;0.691971;0.0256286;0
2341.63;1.99861;0.691825;0.0256231;0
2342.07;1.99823;0.691695;0.0256183;0
2342.16;1.99816;0.69167;0.0256174;0
2342.49;1.99787;0.691571;0.0256137;0
2342.78;1.99763;0.691486;0.0256106;0
2343.63;1.9969;0.691234;0.0256013;0
2345.2;1.99556;0.690772;0.0255841;0
2346.95;1.99408;0.690259;0.0255651;0
2349.25;1.99212;0.689581;0.02554;0
2349.3;1.99208;0.689568;0.0255395;0
2350.03;1.99146;0.689352;0.0255316;0
2351.2;1.99048;0.689011;0.0255189;0
2351.34;1.99036;0.68897;0.0255174;0
2351.97;1.98982;0.688785;0.0255105;0
2352.06;1.98975;0.688759;0.0255096;0
2352.84;1.98908;0.688529;0.0255011;0
2353.34;1.98866;0.688382;0.0254956;0
2355.51;2.0123;0.687749;0.0254722;0
2357.63;2.0105;0.687132;0.0254493;0
2357.65;2.01048;0.687126;0.0254491;0
2357.81;2.01034;0.687077;0.0254473;0
2359.76;2.00868;0.686511;0.0254263;0
2360.1;2.00839;0.68641;0.0254226;0
2361.02;2.00761;0.686145;0.0254128;0
2362.79;2.0061;0.685631;0.0253937;0
2364.06;2.00502;0.685261;0.02538;0
2365.59;2.00373;0.684818;0.0253636;0
2365.62;2.00371;0.684811;0.0253634;0
2365.66;2.00367;0.684797;0.0253629;0
2366.52;2.00294;0.684548;0.0253536;0
2368.6;2.00118;0.683947;0.0253314;0
2371.71;1.99856;0.708349;0.0252982;0
2372.03;1.99829;0.708253;0.0252948;0
2373.61;1.99696;0.707783;0.025278;0
2373.88;1.99673;0.707702;0.0252751;0
2374.17;1.99649;0.707616;0.025272;0
2374.29;1.99639;0.707581;0.0252708;0
2379.07;1.99237;0.706157;0.0252199;0
2381.14;1.99064;0.705544;0.025198;0
2382.62;1.98941;0.705106;0.0251823;0
2382.97;1.98911;0.705002;0.0251786;0
2383.54;1.98864;0.704833;0.0251726;0
2383.92;1.98832;0.704722;0.0251686;0
2384.17;1.98812;0.704649;0.025166;0
2384.38;1.98793;0.704584;0.0251637;0
2384.84;1.98756;0.704451;0.0251589;0
2394.9;1.9792;0.70149;0.0250532;0
2395.02;1.97911;0.701456;0.025052;0
2395.61;1.97862;0.701283;0.0250458;0
2396.98;1.97749;0.700883;0.0250315;0
2398.74;1.97604;0.700369;0.0250132;0
2399.23;1.97563;0.700224;0.025008;0
2399.3;1.97558;0.700205;0.0250073;0
2399.82;1.97515;0.700054;0.0250019;0
2400.21;1.97483;0.699938;0.0249978;0
2400.39;1.97468;0.699887;0.024996;0
2401.47;1.97379;0.69957;0.0249847;0
2401.69;1.97361;0.699507;0.0249824;0
2408.59;1.96795;0.697503;0.0249108;0
2410.5;1.96639;0.696949;0.0248911;0
2410.52;1.96638;0.696946;0.0248909;0
2410.59;1.96633;0.696926;0.0248902;0
2412.97;1.96439;0.696238;0.0248656;0
2413;1.96436;0.696229;0.0248653;0
2413.75;1.96375;0.696014;0.0248576;0
2414.15;1.96343;0.695898;0.0248535;0
2414.49;1.96315;0.695799;0.02485;0
2414.63;1.96303;0.695759;0.0248485;0
2414.69;1.96298;0.69574;0.0248479;0
2415.97;1.96194;0.695372;0.0248347;0
2416.79;1.96128;0.695137;0.0248263;0
2418.45;1.95993;0.694659;0.0248092;0
2420;1.95868;0.694214;0.0247934;0
2421.01;1.95786;0.693925;0.024783;0
2421.37;1.95757;0.693821;0.0247793;0
2422.26;1.95685;0.693568;0.0247703;0
2422.78;1.95643;0.693418;0.0247649;0
2423.48;1.95586;0.693217;0.0247577;0
2424.32;1.95519;0.692977;0.0247492;0
2426.99;1.95303;0.692215;0.024722;0
2427.9;1.95231;0.691957;0.0247127;0
2429.05;1.95138;0.691628;0.024701;0
2429.59;1.95094;0.691474;0.0246955;0
2429.78;1.97548;0.69142;0.0246936;0
2430.29;1.97507;0.691276;0.0246884;0
2430.47;1.97493;0.691225;0.0246866;0
2431.42;1.97415;0.690953;0.0246769;0
2433;1.97287;0.690505;0.0246609;0
2433.65;1.97234;0.69032;0.0246543;0
2434.62;1.97156;0.690047;0.0246445;0
2435.24;1.97106;0.68987;0.0246382;0
2436.59;1.96997;0.689489;0.0246246;0
2436.73;1.96986;0.68945;0.0246232;0
2437.57;1.96917;0.689211;0.0246147;0
2438.46;1.96846;0.68896;0.0246057;0
2438.77;1.9682;0.688871;0.0246026;0
2440.34;1.96694;0.68843;0.0245868;0
2441.27;1.96619;0.688168;0.0245774;0
2441.46;1.96604;0.688112;0.0245754;0
2441.49;1.96602;0.688106;0.0245752;0
2441.65;1.96589;0.688061;0.0245736;0
2442.03;1.96558;0.687954;0.0245698;0
2442.08;1.96554;0.687939;0.0245693;0
2443.18;1.96465;0.687628;0.0245581;0
2443.87;1.9641;0.687434;0.0245512;0
2445.89;1.96248;0.686866;0.0245309;0
2446.7;1.96182;0.686638;0.0245228;0
2448.18;1.96064;0.686223;0.024508;0
2449.6;1.9595;0.685825;0.0244938;0
2451.52;1.95797;0.685289;0.0244746;0
2451.8;1.95774;0.685211;0.0244718;0
2451.85;1.95771;0.685198;0.0244714;0
2452.48;1.9572;0.685021;0.024465;0
2453.64;1.95628;0.684697;0.0244535;0
2455.12;1.9551;0.684284;0.0244387;0
2455.95;1.95444;0.684053;0.0244305;0
2456.66;1.95387;0.683854;0.0244234;0
2457.85;1.95293;0.683524;0.0244116;0
2458.76;1.9522;0.68327;0.0244025;0
2459.48;1.95163;0.683071;0.0243954;0
2459.81;1.97576;0.682979;0.0243921;0
2459.91;1.97568;0.682951;0.0243911;0
2462.32;1.97375;0.682282;0.0243672;0
2462.89;1.97329;0.682126;0.0243616;0
2464.48;1.97202;0.681686;0.0243459;0
2465.47;1.97123;0.681411;0.0243361;0
2465.94;1.97085;0.681281;0.0243315;0
2466.75;1.9702;0.681058;0.0243235;0
2466.91;1.97007;0.681013;0.0243219;0
2467.08;1.96994;0.680966;0.0243202;0
2470.47;1.96724;0.680033;0.0242869;0
2470.73;1.96703;0.67996;0.0242843;0
2471.7;1.96626;0.679694;0.0242748;0
2471.86;1.96613;0.67965;0.0242732;0
2473.39;1.96491;0.679229;0.0242582;0
2474.03;1.96441;0.679054;0.0242519;0
2474.05;1.96439;0.679047;0.0242517;0
2475.95;1.96288;0.678528;0.0242331;0
2477.31;1.96181;0.678155;0.0242198;0
2480.45;1.95933;0.677298;0.0241892;0
2480.47;1.95931;0.677291;0.024189;0
2483.38;1.95701;0.676498;0.0241606;0
2483.92;1.95659;0.676351;0.0241554;0
2484.76;1.95592;0.676121;0.0241472;0
2485.62;1.95525;0.675889;0.0241389;0
2486.21;1.95479;0.675729;0.0241332;0
2486.52;1.95454;0.675642;0.0241301;0
2486.6;1.95448;0.675623;0.0241294;0
2486.88;1.95425;0.675545;0.0241266;0
2487.31;1.95391;0.675427;0.0241224;0
2488;1.95338;0.675241;0.0241157;0
2488.96;1.95262;0.67498;0.0241064;0
2489.08;1.95253;0.674949;0.0241053;0
2489.81;1.95196;0.674751;0.0240982;0
2491.25;1.95083;0.67436;0.0240843;0
2491.57;1.95057;0.674273;0.0240812;0
2491.88;1.95034;0.674191;0.0240782;0
2494.01;1.94867;0.673613;0.0240576;0
2494.12;1.94859;0.673585;0.0240566;0
2495.04;1.94786;0.673335;0.0240477;0
2495.17;1.94776;0.673301;0.0240465;0
2496.32;1.94687;0.672991;0.0240354;0
2499.8;1.94415;0.672053;0.0240019;0
2500.8;1.94338;0.671784;0.0239923;0
2501.89;1.94253;0.671491;0.0239818;0
2501.94;1.94249;0.671478;0.0239813;0
2502.26;1.94224;0.671393;0.0239783;0
2503.49;1.94129;0.671063;0.0239665;0
2503.77;1.94107;0.670988;0.0239639;0
2503.83;1.94102;0.670972;0.0239633;0
2504.48;1.94052;0.670798;0.0239571;0
2505.24;1.93993;0.670594;0.0239498;0
2505.58;1.93967;0.670504;0.0239466;0
2505.84;1.93947;0.670434;0.0239441;0
2506.69;1.93881;0.670207;0.023936;0
2506.89;1.96259;0.670153;0.023934;0
2507.08;1.96244;0.670103;0.0239322;0
2507.12;1.96241;0.670092;0.0239319;0
2507.17;1.96237;0.670078;0.0239314;0
2507.75;1.96192;0.669923;0.0239258;0
2508.13;1.96162;0.669821;0.0239222;0
2511.16;1.95926;0.669014;0.0238934;0
2512.73;1.95803;0.668596;0.0238784;0
2512.95;1.95786;0.668538;0.0238764;0
2513.16;1.95769;0.668481;0.0238743;0
2513.54;1.9574;0.668379;0.0238707;0
2515.13;1.95616;0.667957;0.0238556;0
2515.5;1.95588;0.66786;0.0238521;0
2517.49;1.95433;0.667331;0.0238332;0
2519.22;1.95298;0.666873;0.0238169;0
2519.33;1.9529;0.666844;0.0238159;0
2519.37;1.95287;0.666832;0.0238154;0
2521.22;1.95143;0.666343;0.023798;0
2522.68;1.95031;0.665959;0.0237842;0
2522.74;1.95026;0.665942;0.0237836;0
2523.1;1.94998;0.665846;0.0237802;0
2523.98;1.94931;0.665617;0.023772;0
2524.83;1.94865;0.665392;0.023764;0
2525.28;1.9483;0.665272;0.0237597;0
2526.41;1.94743;0.664975;0.0237491;0
2526.57;1.94731;0.664934;0.0237476;0
2529.13;1.94533;0.66426;0.0237236;0
2529.54;1.94502;0.664153;0.0237198;0
2531.29;1.94368;0.663694;0.0237034;0
2531.46;1.94354;0.663648;0.0237017;0
2533.33;1.94211;0.663159;0.0236843;0
2536.87;1.9394;0.662233;0.0236512;0
2537.79;1.93869;0.661993;0.0236426;0
2538.18;1.93839;0.661891;0.023639;0
2538.61;1.93807;0.66178;0.023635;0
2539.28;1.93756;0.661606;0.0236288;0
2539.39;1.93747;0.661575;0.0236277;0
2539.55;1.93735;0.661535;0.0236262;0
2540.63;1.93653;0.661254;0.0236162;0
2540.91;1.93631;0.66118;0.0236136;0
2541.2;1.93609;0.661104;0.0236108;0
2541.48;1.93588;0.661033;0.0236083;0
2542.47;1.93513;0.660775;0.0235991;0
2545.16;1.93308;0.660077;0.0235742;0
2545.55;1.93278;0.659975;0.0235705;0
2547.88;1.93102;0.659372;0.023549;0
2548.1;1.93085;0.659314;0.0235469;0
2550.8;1.9288;0.658616;0.023522;0
2552.24;1.92772;0.658246;0.0235088;0
2553.37;1.92687;0.657955;0.0234984;0
2553.56;1.92672;0.657905;0.0234966;0
2553.77;1.92657;0.657852;0.0234947;0
2553.94;1.92644;0.657807;0.0234931;0
2554.17;1.92626;0.657747;0.023491;0
2555.17;1.92551;0.657491;0.0234818;0
2555.43;1.92532;0.657425;0.0234795;0
2555.55;1.92522;0.657392;0.0234783;0
2556.96;1.92416;0.657029;0.0234653;0
2557.97;1.9234;0.65677;0.0234561;0
2557.98;1.92339;0.656767;0.023456;0
2559.25;1.92244;0.656444;0.0234444;0
2559.28;1.92242;0.656436;0.0234441;0
2560.16;1.92176;0.656209;0.0234361;0
2561.89;1.92046;0.655766;0.0234202;0
2562.67;1.91987;0.655566;0.0234131;0
2567.1;1.91656;0.654436;0.0233727;0
2570.08;1.91434;0.653677;0.0233456;0
2570.08;1.91433;0.653675;0.0233455;0
2570.35;1.91414;0.653607;0.0233431;0
2570.52;1.91401;0.653564;0.0233416;0
2570.65;1.91392;0.653532;0.0233404;0
2570.71;1.91387;0.653516;0.0233399;0
2571.71;1.91313;0.653263;0.0233308;0
2572.19;1.91277;0.65314;0.0233264;0
2573.54;1.91177;0.652798;0.0233142;0
2576.26;1.90974;0.652107;0.0232896;0
2578.54;1.90805;0.65153;0.0232689;0
2579.27;1.90751;0.651346;0.0232624;0
2579.31;1.90749;0.651337;0.023262;0
2580.03;1.90695;0.651154;0.0232555;0
2580.8;1.90639;0.650962;0.0232486;0
2580.83;1.90636;0.650954;0.0232483;0
2581.05;1.9062;0.650899;0.0232464;0
2581.45;1.9059;0.650797;0.0232427;0
2583.3;1.90454;0.650332;0.0232261;0
2583.84;1.90415;0.650196;0.0232213;0
2585.9;1.90262;0.649676;0.0232027;0
2586;1.90255;0.649652;0.0232019;0
2586.22;1.90239;0.649596;0.0231998;0
2586.42;1.90224;0.649547;0.0231981;0
2586.42;1.90224;0.649546;0.0231981;0
2586.76;1.902;0.649462;0.0231951;0
2586.77;1.90198;0.649457;0.0231949;0
2586.88;1.90191;0.649432;0.023194;0
2587.61;1.90136;0.649247;0.0231874;0
2587.95;1.90112;0.649164;0.0231844;0
2588.37;1.90081;0.649058;0.0231806;0
2588.42;1.90077;0.649045;0.0231802;0
2588.65;1.90061;0.648987;0.0231781;0
2589.16;1.90023;0.64886;0.0231736;0
2589.45;1.90002;0.648786;0.0231709;0
2590.57;1.8992;0.648507;0.023161;0
2592.72;1.89762;0.647968;0.0231417;0
2593.28;1.89721;0.647829;0.0231367;0
2593.37;1.89715;0.647806;0.0231359;0
2594.23;1.89652;0.647591;0.0231282;0
2595.35;1.8957;0.647311;0.0231182;0
2596.05;1.89519;0.647137;0.023112;0
2596.9;1.89457;0.67003;0.0231045;0
2598.85;1.89314;0.669527;0.0230871;0
2599.33;1.8928;0.669404;0.0230829;0
2600.16;1.89219;0.669189;0.0230755;0
2600.53;1.93807;0.669095;0.0230723;0
2601.38;1.93743;0.668876;0.0230647;0
2602.29;1.93676;0.668642;0.0230566;0
2603.11;1.93615;0.668432;0.0230494;0
2603.53;1.93583;0.668322;0.0230456;0
2603.61;1.93577;0.668302;0.0230449;0
2603.85;1.93559;0.668241;0.0230428;0
2604.21;1.93533;0.66815;0.0230396;0
2604.41;1.93518;0.668098;0.0230378;0
2608.9;1.93185;0.666948;0.0229982;0
2609.17;1.93165;0.666878;0.0229958;0
2611.05;1.93026;0.666399;0.0229793;0
2611.1;1.93022;0.666386;0.0229788;0
2611.87;1.92965;0.66619;0.0229721;0
2612.1;1.92948;0.666131;0.02297;0
2612.21;1.9294;0.666102;0.022969;0
2613.05;1.92878;0.66589;0.0229617;0
2615.37;1.92707;0.665298;0.0229413;0
2616.48;1.92625;0.665016;0.0229316;0
2616.53;1.92622;0.665004;0.0229312;0
2617.9;1.92521;0.664655;0.0229191;0
2618.15;1.92503;0.664592;0.022917;0
2618.36;1.92487;0.664538;0.0229151;0
2619.09;1.92433;0.664352;0.0229087;0
2620.23;1.9235;0.664064;0.0228988;0
2622.1;1.92212;0.663589;0.0228824;0
2622.45;1.94474;0.663501;0.0228794;0
2622.94;1.94438;0.663378;0.0228751;0
2623.14;1.94424;0.663328;0.0228734;0
2624.03;1.94357;0.663102;0.0228656;0
2627.66;1.94089;0.662186;0.022834;0
2628.15;1.94053;0.662062;0.0228297;0
2628.81;1.94004;0.661897;0.022824;0
2629.05;1.93986;0.661836;0.0228219;0
2630.52;1.93878;0.661467;0.0228092;0
2630.75;1.93861;0.661407;0.0228072;0
2631.17;1.9383;0.661304;0.0228036;0
2631.6;1.93798;0.661194;0.0227998;0
2631.62;1.93797;0.661189;0.0227996;0
2633.91;1.93628;0.660614;0.0227798;0
2634.05;1.93618;0.660579;0.0227786;0
2634.12;1.93613;0.660561;0.022778;0
2635.65;1.93501;0.660179;0.0227648;0
2636.65;1.93427;0.659928;0.0227561;0
2636.69;1.93425;0.659919;0.0227558;0
2637.4;1.93372;0.65974;0.0227497;0
2637.58;1.93359;0.659696;0.0227481;0
2637.82;1.93342;0.659636;0.0227461;0
2638.54;1.93288;0.659455;0.0227398;0
2639.77;1.93199;0.659149;0.0227293;0
2642;1.93036;0.658592;0.0227101;0
2643.17;1.9295;0.658302;0.0227001;0
2643.29;1.92941;0.658269;0.0226989;0
2643.82;1.92902;0.658138;0.0226944;0
2643.84;1.92902;0.658135;0.0226943;0
2644.24;1.92872;0.658035;0.0226909;0
2645.01;1.92816;0.657842;0.0226842;0
2645.25;1.92798;0.657782;0.0226821;0
2645.82;1.92757;0.657642;0.0226773;0
2645.93;1.92749;0.657615;0.0226764;0
2646.26;1.92725;0.657531;0.0226735;0
2646.53;1.92705;0.657464;0.0226712;0
2648;1.92598;0.657099;0.0226586;0
2648.12;1.92589;0.657069;0.0226576;0
2649.24;1.92508;0.656792;0.022648;0
2650.11;1.92445;0.656577;0.0226406;0
2650.16;1.92442;0.656565;0.0226402;0
2650.91;1.92386;0.656377;0.0226337;0
2650.99;1.92381;0.656357;0.022633;0
2651.49;1.92345;0.656235;0.0226288;0
2652.68;1.92258;0.655939;0.0226186;0
2654.63;1.92117;0.655459;0.022602;0
2655.07;1.92086;0.655351;0.0225983;0
2655.77;1.92035;0.655177;0.0225923;0
2656.71;1.91967;0.654947;0.0225844;0
2657.07;1.91941;0.654857;0.0225813;0
2658.46;1.9184;0.654514;0.0225695;0
2658.88;1.9181;0.65441;0.0225659;0
2658.95;1.94062;0.654394;0.0225653;0
2660.91;1.93919;0.653912;0.0225487;0
2661.08;1.93906;0.653869;0.0225472;0
2661.1;1.93905;0.653866;0.0225471;0
2662.73;1.93786;0.653464;0.0225332;0
2663.51;1.93729;0.653273;0.0225267;0
2665.89;1.93556;0.65269;0.0225065;0
2668.98;1.93332;0.651934;0.0224805;0
2670.06;1.93254;0.65167;0.0224714;0
2671.16;1.93174;0.651402;0.0224621;0
2672.57;1.93073;0.651059;0.0224503;0
2673.83;1.92982;0.650753;0.0224397;0
2673.87;1.92978;0.650741;0.0224393;0
2674.79;1.95156;0.650519;0.0224317;0
2675.06;1.95136;0.650452;0.0224294;0
2676.19;1.95054;0.650179;0.02242;0
2676.32;1.95044;0.650146;0.0224188;0
2677.7;1.94944;0.649812;0.0224073;0
2679.28;1.94828;0.649427;0.022394;0
2680.5;1.9474;0.649133;0.0223839;0
2682.51;1.94594;0.648645;0.0223671;0
2682.74;1.94577;0.648591;0.0223652;0
2682.99;1.94559;0.648529;0.0223631;0
2683.24;1.94541;0.648469;0.022361;0
2683.32;1.94535;0.648451;0.0223604;0
2687.54;1.94229;0.647431;0.0223252;0
2687.71;1.94217;0.647391;0.0223238;0
2689.56;1.94084;0.646946;0.0223085;0
2689.77;1.94069;0.646896;0.0223068;0
2690.3;1.98491;0.646769;0.0223024;0
2691.89;1.98373;0.646385;0.0222891;0
2691.98;1.98367;0.646365;0.0222884;0
2692.63;1.98319;0.646209;0.0222831;0
2694.95;1.98149;0.645653;0.0222639;0
2695.14;2.00361;0.645607;0.0222623;0
2695.54;2.00331;0.645511;0.022259;0
2696.06;2.00292;0.645386;0.0222547;0
2696.27;2.00277;0.645337;0.022253;0
2696.79;2.00238;0.645212;0.0222487;0
2700.67;1.99951;0.644285;0.0222167;0
2701.67;1.99877;0.644047;0.0222085;0
2703.75;1.99723;0.643552;0.0221914;0
2704.27;1.99684;0.643427;0.0221871;0
2704.72;1.99651;0.643319;0.0221834;0
2706.18;1.99543;0.642972;0.0221715;0
2706.61;1.99511;0.64287;0.0221679;0
2708.15;1.99398;0.642504;0.0221553;0
2708.18;1.99396;0.642498;0.0221551;0
2708.8;1.9935;0.642351;0.02215;0
2709.21;1.9932;0.642254;0.0221467;0
2709.26;1.99317;0.642243;0.0221463;0
2712.58;1.99072;0.641455;0.0221191;0
2712.85;1.99052;0.641391;0.0221169;0
2713.82;1.98981;0.641162;0.022109;0
2714;1.98969;0.641121;0.0221076;0
2715.61;1.9885;0.640739;0.0220945;0
2715.89;1.9883;0.640674;0.0220922;0
2716.62;1.98777;0.640503;0.0220863;0
2716.67;1.98773;0.640491;0.0220859;0
2718.65;1.98628;0.640024;0.0220698;0
2718.89;1.98611;0.639968;0.0220679;0
2718.97;1.98605;0.639948;0.0220672;0
2719.14;1.98592;0.639909;0.0220658;0
2721.47;1.98422;0.63936;0.0220469;0
2722.13;1.98374;0.639206;0.0220416;0
2722.76;1.98328;0.639058;0.0220365;0
2722.83;1.98323;0.63904;0.0220359;0
2722.96;1.98314;0.639011;0.0220349;0
2723.13;1.98301;0.638971;0.0220335;0
2723.49;1.98275;0.638887;0.0220306;0
2723.85;1.98249;0.638802;0.0220276;0
2724.27;1.98218;0.638703;0.0220242;0
2724.64;1.98191;0.638615;0.0220212;0
2724.84;1.98177;0.638571;0.0220197;0
2725.25;1.98147;0.638474;0.0220163;0
2725.9;1.981;0.638321;0.0220111;0
2726.64;1.98046;0.638149;0.0220051;0
2726.8;1.98034;0.63811;0.0220038;0
2729.97;1.97804;0.637369;0.0219782;0
2730.98;1.97731;0.637134;0.0219702;0
2731.18;1.97717;0.637088;0.0219686;0
2734.19;1.97499;0.636386;0.0219443;0
2734.29;1.97492;0.636363;0.0219436;0
2735.48;1.97406;0.636085;0.021934;0
2736;1.97368;0.635964;0.0219298;0
2736.47;1.97335;0.635856;0.0219261;0
2736.72;1.97317;0.635799;0.0219241;0
2737.02;1.97295;0.635728;0.0219217;0
2738.57;1.97183;0.635368;0.0219092;0
2738.75;2.01552;0.635327;0.0219078;0
2738.92;2.01539;0.635286;0.0219064;0
2739.49;2.01497;0.635154;0.0219019;0
2743.3;2.01218;0.634273;0.0218715;0
2744.21;2.01151;0.634063;0.0218642;0
2746.12;2.01011;0.633622;0.021849;0
2746.48;2.00985;0.633539;0.0218462;0
2748.64;2.00827;0.633041;0.021829;0
2751.41;2.00624;0.632402;0.021807;0
